Date,Open,High,Low,Close,Volume
2023-12-05,34.14,34.68,33.83,34.46,87931
2023-12-06,34.46,35.27,34.46,35.14,151145
2023-12-07,35.14,35.36,34.14,34.77,320803
2023-12-08,35.05,35.09,34.28,35.09,229812
2023-12-11,34.55,35.09,34.5,35.0,44619
2023-12-12,34.5,35.14,34.5,35.14,340290
2023-12-13,35.18,35.18,33.33,35.05,265959
2023-12-14,34.59,35.14,34.55,35.05,148093
2023-12-15,35.05,35.14,34.77,35.14,326011
2023-12-18,35.14,35.23,34.77,35.23,83786
2023-12-19,35.05,35.05,34.37,35.05,26108
2023-12-20,35.09,35.14,34.5,35.05,12903
2023-12-21,34.86,35.32,34.68,35.27,36623
2023-12-22,35.27,36.04,33.33,35.68,254245
2023-12-25,35.63,36.4,35.63,36.4,165548
2023-12-26,37.3,37.3,36.4,36.94,174232
2023-12-27,37.16,37.16,34.41,36.94,319906
2023-12-28,36.94,37.39,34.68,37.12,581809
2023-12-29,37.12,39.19,34.95,39.19,882090
2024-01-02,39.19,40.05,39.19,39.73,148034
2024-01-03,40.9,40.9,39.28,39.77,141840
2024-01-04,40.36,40.36,39.19,39.5,88442
2024-01-05,39.95,39.95,38.56,38.74,89861
2024-01-08,38.69,38.69,36.04,37.34,399627
2024-01-09,37.39,37.39,36.8,37.12,99577
2024-01-10,36.8,37.3,36.8,37.25,84570
2024-01-11,36.94,37.07,36.31,36.8,286650
2024-01-12,36.76,36.76,36.08,36.49,150670
2024-01-15,36.22,36.44,34.23,36.22,390274
2024-01-16,36.31,36.49,35.77,36.49,57015
2024-01-17,36.44,36.58,35.9,36.04,181212
2024-01-18,35.77,35.99,35.59,35.59,228446
2024-01-19,35.68,36.31,33.69,36.04,419105
2024-01-22,36.31,36.31,35.72,36.04,166860
2024-01-23,36.04,36.04,35.09,35.36,149607
2024-01-24,35.0,35.45,33.83,35.36,265339
2024-01-25,35.36,35.36,35.05,35.32,73148
2024-01-26,35.14,35.99,35.14,35.95,122548
2024-01-29,35.95,35.99,35.59,35.81,58821
2024-01-30,35.5,36.04,35.32,36.04,64292
2024-01-31,35.32,35.99,35.32,35.95,120937
2024-02-01,35.41,37.12,35.41,36.85,121471
2024-02-02,36.85,37.84,36.35,37.84,144750
2024-02-05,37.66,37.79,37.12,37.7,60103
2024-02-06,37.07,37.21,36.62,36.89,138115
2024-02-07,36.85,36.89,35.18,36.71,168383
2024-02-15,36.49,36.67,36.04,36.67,105807
2024-02-16,36.49,36.58,36.08,36.44,122531
2024-02-19,36.49,36.58,35.18,36.49,180877
2024-02-20,36.35,36.44,36.13,36.44,204243
2024-02-21,36.49,36.49,36.04,36.22,89448
2024-02-22,36.22,36.22,35.81,36.13,72791
2024-02-23,36.08,36.22,35.81,35.95,80812
2024-02-26,35.95,36.22,35.59,36.04,102410
2024-02-27,36.04,36.22,35.5,36.22,135538
2024-02-28,36.22,36.22,35.68,36.04,177409
2024-02-29,36.04,36.04,33.87,35.99,347923
2024-03-01,35.99,37.57,35.99,37.12,261379
2024-03-04,37.03,37.03,36.76,36.76,379701
2024-03-05,36.49,37.16,34.64,37.16,605413
2024-03-06,37.16,37.16,36.31,36.94,78154
2024-03-07,36.76,36.76,36.17,36.35,114610
2024-03-08,36.31,36.31,35.59,35.86,185186
2024-03-11,35.86,35.86,34.28,35.32,464222
2024-03-12,35.14,36.89,34.28,36.58,529211
2024-03-13,36.89,38.56,36.8,37.79,387480
2024-03-14,37.79,37.79,36.49,37.52,247783
2024-03-15,37.52,37.52,36.04,37.39,220250
2024-03-18,37.34,37.34,35.77,36.89,205589
2024-03-19,36.67,36.67,35.72,35.77,187953
2024-03-20,35.86,36.08,35.32,36.08,139485
2024-03-21,36.04,36.04,34.32,35.86,1094140
2024-03-22,35.68,36.4,34.68,36.04,292859
2024-03-25,36.04,36.4,35.32,35.41,112011
2024-03-26,35.41,36.58,35.05,36.17,1049669
2024-03-27,36.17,36.26,35.68,36.17,170110
2024-03-28,36.04,36.44,36.04,36.44,195428
2024-03-29,36.44,36.44,35.68,35.99,134125
2024-04-01,35.99,36.22,35.59,36.22,335230
2024-04-02,36.22,36.26,35.86,36.17,216259
2024-04-03,36.13,38.69,36.04,38.69,988936
2024-04-04,40.54,41.4,40.41,41.4,1959830
2024-04-05,40.99,44.14,40.99,42.61,853277
2024-04-08,41.89,44.59,39.64,40.59,1097462
2024-04-09,40.59,43.42,40.59,43.24,582054
2024-04-10,43.69,44.14,42.7,44.05,720928
2024-04-11,43.69,43.69,42.84,43.33,334578
2024-04-12,43.69,44.41,42.52,44.41,601060
2024-04-15,44.59,44.59,41.31,41.31,1205314
2024-04-16,40.99,41.31,38.56,41.31,866363
2024-04-17,41.26,41.71,39.55,39.77,683767
2024-04-19,38.96,39.01,37.03,37.43,1721046
2024-04-22,38.2,38.51,37.61,38.15,263056
2024-04-23,38.2,40.54,35.5,38.56,2046883
2024-04-24,39.28,40.81,39.28,40.81,744473
2024-04-25,40.81,42.34,40.18,40.18,1276589
2024-04-26,39.91,40.63,39.59,40.23,503321
2024-05-02,40.9,41.98,40.0,41.58,1140169
2024-05-03,41.62,41.98,40.63,40.63,954514
2024-05-06,40.9,42.34,40.09,42.21,1301009
2024-05-07,42.79,44.55,42.34,43.65,952065
2024-05-08,43.65,46.67,42.84,46.67,1001969
2024-05-09,49.91,49.91,48.83,49.91,1356270
